order_item_id,order_id,product_id,quantity,unit_price
327,112,60,2,122.87
328,112,42,4,147.54
329,113,67,2,555.08
330,113,41,2,513.61
331,113,29,2,555.59
332,114,51,1,433.53
333,114,53,3,771.22
334,114,84,1,1171.33
335,114,90,1,550.88
336,115,20,2,277.83
337,115,24,1,1458.23
338,116,35,4,1298.53
339,116,79,2,829.66
340,117,11,3,523.95
341,117,68,1,1056.52
342,117,7,4,392.6
343,117,50,1,743.32
344,117,86,4,1381.52
345,118,91,1,379.54
346,118,33,4,1381.39
347,118,95,4,1065.27
348,118,53,2,771.22
349,119,14,2,955.7
350,120,74,3,1039.11
351,120,9,3,16.58
352,121,89,3,594.16
353,121,12,3,293.4
354,122,13,3,858.62
355,122,57,3,1421.61
356,122,80,1,886.4
357,123,56,2,76.91
358,124,33,1,1381.39
359,124,12,1,293.4
360,125,3,4,529.32
361,125,65,3,192.03
362,125,1,1,822.54
363,126,26,1,1461.16
364,126,13,4,858.62
365,126,52,2,131.55
366,126,63,2,424.48
367,127,30,4,455.74
368,128,74,4,1039.11
369,128,99,3,1478.11
370,128,48,3,886.62
371,128,26,3,1461.16
372,129,6,4,109.59
373,129,2,2,262.26
374,129,100,4,1177.69
375,129,51,4,433.53
376,129,39,1,365.89
377,130,21,2,949.61
378,130,3,4,529.32
379,131,74,1,1039.11
380,131,86,2,1381.52
381,131,25,4,624.58
382,131,54,3,1449.81
383,131,67,3,555.08
384,132,57,1,1421.61
385,133,37,4,802.02
386,134,24,4,1458.23
387,134,4,3,1334.63
388,135,64,4,201.36
389,135,9,1,16.58
390,136,35,4,1298.53
391,136,87,1,1336.78
392,136,28,4,48.98
393,137,42,4,147.54
394,137,31,2,1462.02
395,137,51,3,433.53
396,137,80,4,886.4
397,137,99,2,1478.11
398,138,71,1,858.21
399,138,22,1,373.88
400,138,19,1,1185.56
401,138,56,3,76.91
402,138,39,3,365.89
403,139,33,3,1381.39
404,139,92,3,411.13
405,139,30,4,455.74
406,139,38,2,90.95
407,139,1,3,822.54
408,140,75,4,882.53
409,140,63,4,424.48
410,140,97,2,960.5
411,140,53,2,771.22
412,141,78,1,209.31
413,141,25,2,624.58
414,141,95,3,1065.27
415,141,93,3,987.33
416,141,13,4,858.62
417,142,58,2,926.96
418,142,85,3,1224.78
419,142,63,3,424.48
420,143,14,2,955.7
421,143,97,4,960.5
422,143,44,2,539.43
423,144,14,2,955.7
424,144,69,2,1286.9
425,144,29,2,555.59
426,144,26,3,1461.16
427,145,100,3,1177.69
428,145,32,3,271.93
429,145,84,2,1171.33
430,145,16,4,875.71
431,145,52,2,131.55
432,146,79,4,829.66
433,146,26,4,1461.16
434,147,58,2,926.96
435,147,14,2,955.7
436,147,56,1,76.91
437,148,5,1,719.57
438,148,43,2,1120.02
439,149,32,1,271.93
440,149,81,4,1235.61
441,149,14,1,955.7
442,149,30,4,455.74
443,150,42,2,147.54
444,150,64,4,201.36
445,151,99,2,1478.11
446,151,25,3,624.58
447,151,78,4,209.31
448,152,16,2,875.71
449,152,12,3,293.4
450,152,55,3,230.04
451,152,8,2,1075.83
452,153,95,1,1065.27
453,153,88,2,777.55
454,153,46,4,19.33
455,153,1,1,822.54
456,153,41,4,513.61
457,154,95,1,1065.27
458,155,68,1,1056.52
459,155,47,1,1314.07
460,155,40,1,583.25
461,155,39,3,365.89
462,155,54,1,1449.81
463,156,67,3,555.08
464,156,15,1,220.24
465,157,23,3,1193.2
466,157,38,2,90.95
467,157,71,3,858.21
468,157,61,1,1057.75
469,157,5,2,719.57
470,158,43,1,1120.02
471,159,65,1,192.03
472,159,77,1,110.23
473,159,83,2,496.83
474,160,89,1,594.16
475,160,53,4,771.22
476,160,4,2,1334.63
477,160,44,3,539.43
478,160,26,2,1461.16
479,161,13,1,858.62
480,161,44,2,539.43
481,161,54,1,1449.81
482,161,29,2,555.59
483,161,31,3,1462.02
484,162,5,2,719.57
485,162,68,1,1056.52
486,162,59,1,445.2
487,163,85,1,1224.78
488,164,46,3,19.33
489,164,44,4,539.43
490,165,62,1,885.44
491,165,67,3,555.08
492,165,12,3,293.4
493,165,56,1,76.91
494,165,8,2,1075.83
495,166,6,3,109.59
496,166,51,4,433.53
497,166,15,3,220.24
498,166,79,2,829.66
499,166,89,1,594.16
500,167,97,2,960.5
501,167,77,4,110.23
502,167,67,3,555.08
503,167,85,2,1224.78
504,167,72,3,876.35
505,168,61,3,1057.75
506,168,17,3,818.73
507,168,70,2,864.43
508,168,57,3,1421.61
509,169,75,2,882.53
510,169,22,4,373.88
511,170,40,1,583.25
512,170,99,3,1478.11
513,170,37,2,802.02
514,171,27,2,915.9
515,171,100,1,1177.69
516,171,21,4,949.61
517,171,95,4,1065.27
518,172,41,1,513.61
519,172,61,1,1057.75
520,172,53,4,771.22
521,172,53,2,771.22
522,173,70,1,864.43
523,173,13,1,858.62
524,173,4,4,1334.63
525,174,7,1,392.6
526,175,36,4,713.4
527,175,6,4,109.59
528,175,86,2,1381.52
529,176,26,3,1461.16
530,176,96,4,314.66
531,176,38,4,90.95
532,177,94,4,663.29
533,178,56,3,76.91
534,178,13,1,858.62
535,179,21,2,949.61
536,179,30,1,455.74
537,179,16,2,875.71
538,180,54,3,1449.81
539,180,15,3,220.24
540,181,50,4,743.32
541,181,14,4,955.7
542,181,60,4,122.87
543,182,80,3,886.4
544,182,90,3,550.88
545,183,39,4,365.89
546,184,68,2,1056.52
547,184,74,1,1039.11
548,185,75,1,882.53
549,186,94,1,663.29
550,186,40,2,583.25
551,186,98,1,149.52
552,187,35,2,1298.53
553,187,8,2,1075.83
554,187,51,4,433.53
555,188,95,3,1065.27
556,188,39,3,365.89
557,189,69,1,1286.9
558,189,91,1,379.54
559,189,86,4,1381.52
560,189,38,3,90.95
561,190,74,3,1039.11
562,190,52,2,131.55
563,190,85,1,1224.78
564,190,4,3,1334.63
565,191,16,2,875.71
566,191,30,2,455.74
567,191,13,2,858.62
568,191,85,1,1224.78
569,192,39,4,365.89
570,192,46,2,19.33
571,192,6,4,109.59
572,193,15,4,220.24
573,194,25,2,624.58
574,194,26,2,1461.16
575,194,36,4,713.4
576,194,26,3,1461.16
577,195,13,3,858.62
578,195,96,3,314.66
579,195,47,2,1314.07
580,195,94,1,663.29
581,196,61,4,1057.75
582,196,65,2,192.03
583,196,51,1,433.53
584,196,35,2,1298.53
585,196,81,1,1235.61
586,197,59,4,445.2
587,197,71,1,858.21
588,197,88,3,777.55
589,198,14,4,955.7
590,198,60,1,122.87
591,198,55,3,230.04
592,198,12,2,293.4
593,199,89,1,594.16
594,199,22,2,373.88
595,199,60,1,122.87
596,199,4,2,1334.63
597,199,17,2,818.73
598,200,10,4,687.59
599,200,26,4,1461.16
600,200,2,1,262.26
601,201,54,4,1449.81
602,201,87,2,1336.78
603,201,45,2,1376.17
604,201,64,3,201.36
605,201,75,2,882.53
606,202,28,2,48.98
607,202,27,2,915.9
608,203,61,3,1057.75
609,203,44,2,539.43
610,203,29,4,555.59
611,204,46,1,19.33
612,204,93,1,987.33
613,205,59,3,445.2
614,206,54,3,1449.81
615,206,38,2,90.95
616,206,39,3,365.89
617,207,29,4,555.59
618,207,68,4,1056.52
619,207,1,4,822.54
620,207,88,1,777.55
621,207,4,2,1334.63
622,208,46,3,19.33
623,208,38,4,90.95
624,208,26,4,1461.16
625,208,2,4,262.26
626,209,31,1,1462.02
627,209,54,4,1449.81
628,209,52,1,131.55
629,210,5,4,719.57
630,210,97,2,960.5
631,210,6,1,109.59
632,211,1,4,822.54
633,211,14,2,955.7
634,211,68,3,1056.52
635,212,27,2,915.9
636,212,84,3,1171.33
637,212,43,2,1120.02
638,212,55,2,230.04
639,213,63,1,424.48
640,213,77,4,110.23
641,214,89,2,594.16
642,214,10,2,687.59
643,215,14,1,955.7
644,216,25,1,624.58
645,216,44,2,539.43
646,217,83,1,496.83
647,217,47,1,1314.07
648,217,12,4,293.4
649,218,25,2,624.58
650,218,3,1,529.32
651,219,35,4,1298.53
652,219,62,1,885.44
653,219,23,1,1193.2
654,219,21,1,949.61
655,220,3,3,529.32
656,221,2,4,262.26
657,221,56,3,76.91
658,221,65,1,192.03
659,222,86,1,1381.52
660,222,46,2,19.33
661,222,49,2,1232.22
662,223,43,2,1120.02
663,223,87,1,1336.78
664,223,4,3,1334.63
665,223,84,2,1171.33
666,223,56,1,76.91
667,224,60,4,122.87
668,224,33,3,1381.39
669,224,96,3,314.66
670,224,96,2,314.66
671,225,13,4,858.62
672,225,83,3,496.83
673,225,4,3,1334.63
674,225,27,3,915.9
675,225,78,4,209.31
676,226,85,4,1224.78
677,227,30,2,455.74
678,227,66,1,57.77
679,227,8,3,1075.83
680,227,31,3,1462.02
681,227,2,4,262.26
682,228,52,3,131.55
683,228,87,3,1336.78
684,228,35,2,1298.53
685,228,100,4,1177.69
686,229,6,1,109.59
687,229,63,1,424.48
688,229,55,2,230.04
689,230,1,2,822.54
690,230,60,1,122.87
691,230,8,3,1075.83
692,230,35,1,1298.53
693,230,76,2,1420.86
694,231,53,4,771.22
695,231,73,3,1283.18
696,231,67,4,555.08
697,231,61,3,1057.75
698,231,24,1,1458.23
699,232,17,1,818.73
700,232,56,4,76.91
701,233,43,3,1120.02
702,233,92,3,411.13
703,233,53,2,771.22
704,233,53,2,771.22
705,234,91,3,379.54
706,235,26,1,1461.16
707,235,2,3,262.26
708,235,48,2,886.62
709,235,4,4,1334.63
710,235,74,4,1039.11
711,236,24,4,1458.23
712,236,81,2,1235.61
713,236,7,4,392.6
714,237,53,4,771.22
715,237,78,3,209.31
716,237,95,4,1065.27
717,237,27,1,915.9
718,238,23,1,1193.2
719,238,38,1,90.95
720,239,90,3,550.88
721,239,12,4,293.4
722,239,56,4,76.91
723,239,40,1,583.25
724,239,94,3,663.29
725,240,99,2,1478.11
726,240,49,4,1232.22
727,240,76,2,1420.86
728,241,19,2,1185.56
729,241,27,4,915.9
730,241,81,3,1235.61
731,242,41,1,513.61
732,242,33,4,1381.39
733,242,48,2,886.62
734,242,12,1,293.4
735,243,67,3,555.08
736,244,40,2,583.25
737,245,17,2,818.73
738,245,17,1,818.73
739,245,74,2,1039.11
740,246,96,4,314.66
741,246,47,2,1314.07
742,246,6,4,109.59
743,246,36,2,713.4
744,246,44,3,539.43
745,247,49,3,1232.22
746,247,48,2,886.62
747,247,56,4,76.91
748,248,58,3,926.96
749,248,58,3,926.96
750,248,6,4,109.59
751,249,12,4,293.4
752,249,9,2,16.58
753,249,68,1,1056.52
754,250,34,3,792.08
755,250,90,3,550.88
756,251,79,3,829.66
757,252,64,4,201.36
758,253,22,1,373.88
759,253,43,4,1120.02
760,254,43,4,1120.02
761,254,41,3,513.61
762,254,85,4,1224.78
763,254,32,1,271.93
764,255,96,1,314.66
765,255,55,1,230.04
766,256,86,3,1381.52
767,256,19,1,1185.56
768,256,55,4,230.04
769,257,69,1,1286.9
770,257,54,1,1449.81
771,257,59,1,445.2
772,257,84,1,1171.33
773,257,11,4,523.95
774,258,22,3,373.88
775,258,98,4,149.52
776,258,95,3,1065.27
777,258,21,1,949.61
778,258,50,1,743.32
779,259,52,3,131.55
780,259,65,4,192.03
781,259,23,4,1193.2
782,259,7,3,392.6
783,260,21,3,949.61
784,260,57,2,1421.61
785,261,48,3,886.62
786,261,65,4,192.03
787,261,40,2,583.25
788,261,51,1,433.53
789,261,10,3,687.59
790,262,13,1,858.62
791,262,6,3,109.59
792,262,65,4,192.03
793,263,87,4,1336.78
794,263,58,2,926.96
795,263,40,1,583.25
796,263,56,3,76.91
797,263,81,1,1235.61
798,264,13,4,858.62
799,264,56,1,76.91
800,264,86,1,1381.52
801,264,43,2,1120.02
802,265,80,3,886.4
803,265,56,3,76.91
804,265,57,2,1421.61
805,265,6,4,109.59
806,266,29,2,555.59
807,266,62,3,885.44
808,266,85,2,1224.78
809,267,1,4,822.54
810,267,44,2,539.43
811,268,77,3,110.23
812,268,69,4,1286.9
813,268,95,1,1065.27
814,268,25,2,624.58
815,269,34,2,792.08
816,269,33,4,1381.39
817,269,100,1,1177.69
818,270,52,2,131.55
819,270,10,4,687.59
820,271,9,1,16.58
821,271,91,3,379.54
822,271,85,3,1224.78
823,271,46,1,19.33
824,272,82,3,1021.18
825,272,76,2,1420.86
826,272,7,4,392.6
827,272,68,2,1056.52
828,273,80,2,886.4
829,274,32,3,271.93
830,274,20,1,277.83
831,275,23,2,1193.2
832,276,68,4,1056.52
833,276,16,2,875.71
834,276,88,4,777.55
835,277,70,1,864.43
836,277,14,3,955.7
837,277,98,2,149.52
838,277,46,4,19.33
839,278,32,1,271.93
840,278,53,4,771.22
841,278,63,1,424.48
842,279,19,1,1185.56
843,279,87,3,1336.78
844,279,56,2,76.91
845,279,51,1,433.53
846,280,27,1,915.9
847,281,11,2,523.95
848,281,51,4,433.53
849,281,65,3,192.03
850,282,38,2,90.95
851,282,45,4,1376.17
852,282,45,4,1376.17
853,282,72,2,876.35
854,283,91,1,379.54
855,283,92,1,411.13
856,284,86,4,1381.52
857,284,46,3,19.33
858,285,54,1,1449.81
859,285,43,2,1120.02
860,285,37,4,802.02
861,285,57,3,1421.61
862,285,23,4,1193.2
863,286,68,3,1056.52
864,287,17,1,818.73
865,288,99,4,1478.11
866,289,39,3,365.89
867,289,97,1,960.5
868,290,31,1,1462.02
869,291,83,1,496.83
870,291,15,2,220.24
871,291,42,3,147.54
872,292,32,3,271.93
873,292,54,4,1449.81
874,293,32,3,271.93
875,293,32,4,271.93
876,293,6,1,109.59
877,293,11,3,523.95
878,293,56,4,76.91
879,294,40,2,583.25
880,295,63,1,424.48
881,295,53,1,771.22
882,296,91,1,379.54
883,296,64,4,201.36
884,296,36,4,713.4
885,296,50,1,743.32
886,297,76,3,1420.86
887,297,3,4,529.32
888,298,55,1,230.04
889,298,36,4,713.4
890,298,3,1,529.32
891,298,98,4,149.52
892,298,39,1,365.89
893,299,90,1,550.88
894,300,92,4,411.13
895,300,56,2,76.91
896,301,75,2,882.53
897,302,59,3,445.2
898,303,70,3,864.43
899,304,6,4,109.59
900,304,18,3,1086.85
901,304,60,2,122.87
902,304,55,4,230.04
903,305,11,2,523.95
904,305,65,3,192.03
905,305,94,1,663.29
906,306,78,1,209.31
907,307,72,1,876.35
908,307,11,3,523.95
909,307,55,4,230.04
910,307,72,2,876.35
911,307,92,3,411.13
912,308,3,2,529.32
913,309,16,2,875.71
914,310,13,3,858.62
915,310,3,2,529.32
916,310,10,2,687.59
917,310,26,4,1461.16
918,310,41,4,513.61
919,311,75,4,882.53
920,311,97,2,960.5
921,311,57,3,1421.61
922,311,1,2,822.54
923,311,45,4,1376.17
924,312,94,4,663.29
925,312,8,1,1075.83
926,312,95,2,1065.27
927,312,84,4,1171.33
928,313,13,3,858.62
929,313,3,4,529.32
930,314,39,1,365.89
931,314,21,2,949.61
932,314,26,1,1461.16
933,314,26,4,1461.16
934,314,54,4,1449.81
935,315,88,1,777.55
936,316,11,1,523.95
937,316,49,1,1232.22
938,317,4,4,1334.63
939,317,2,1,262.26
940,318,84,3,1171.33
941,319,39,2,365.89
942,320,70,2,864.43
943,320,74,3,1039.11
944,320,58,1,926.96
945,320,56,1,76.91
946,321,69,3,1286.9
947,321,9,2,16.58
948,322,89,3,594.16
949,322,45,1,1376.17
950,323,31,3,1462.02
951,323,10,3,687.59
952,324,9,4,16.58
953,324,68,3,1056.52
954,324,33,4,1381.39
955,324,21,4,949.61
956,325,25,4,624.58
957,325,33,1,1381.39
958,325,25,3,624.58
959,325,83,4,496.83
960,325,17,3,818.73
961,326,33,1,1381.39
962,326,98,4,149.52
963,326,20,2,277.83
964,326,52,2,131.55
965,327,83,2,496.83
966,327,1,3,822.54
967,327,38,3,90.95
968,327,15,3,220.24
969,328,93,4,987.33
970,329,34,4,792.08
971,329,87,3,1336.78
972,329,25,1,624.58
973,329,80,3,886.4
974,330,95,2,1065.27
975,331,36,2,713.4
976,331,76,1,1420.86
977,331,61,1,1057.75
978,331,8,3,1075.83
979,332,94,2,663.29
980,332,16,2,875.71
981,333,1,2,822.54
982,333,72,1,876.35
983,333,4,1,1334.63
984,333,1,1,822.54
985,333,73,2,1283.18
986,334,57,4,1421.61
987,334,85,4,1224.78
988,335,75,1,882.53
989,335,68,2,1056.52
990,335,18,4,1086.85
991,335,31,4,1462.02
992,335,47,3,1314.07
993,336,54,4,1449.81
994,337,50,3,743.32
995,337,31,1,1462.02
996,337,58,2,926.96
997,337,80,3,886.4
998,337,71,2,858.21
999,338,33,2,1381.39
1000,338,11,2,523.95
1001,338,73,4,1283.18
1002,338,12,2,293.4
1003,338,19,3,1185.56
1004,339,90,1,550.88
1005,339,98,4,149.52
1006,340,1,3,822.54
1007,340,52,3,131.55
1008,340,49,2,1232.22
1009,341,67,3,555.08
1010,341,2,4,262.26
1011,341,44,2,539.43
1012,341,45,1,1376.17
1013,341,13,2,858.62
1014,342,18,1,1086.85
1015,342,38,4,90.95
1016,342,67,2,555.08
1017,342,83,1,496.83
1018,343,56,4,76.91
1019,344,14,1,955.7
1020,344,53,1,771.22
1021,344,89,2,594.16
1022,344,100,2,1177.69
1023,344,6,2,109.59
1024,345,49,3,1232.22
1025,346,18,4,1086.85
1026,346,92,1,411.13
1027,347,26,4,1461.16
1028,347,87,2,1336.78
1029,348,36,4,713.4
1030,348,6,1,109.59
1031,349,81,4,1235.61
1032,350,66,2,57.77
1033,350,86,4,1381.52
1034,351,58,3,926.96
1035,351,57,2,1421.61
1036,352,24,2,1458.23
1037,352,16,3,875.71
1038,352,91,3,379.54
1039,353,2,1,262.26
1040,353,66,4,57.77
1041,354,28,4,48.98
1042,355,36,3,713.4
1043,355,56,3,76.91
1044,355,5,2,719.57
1045,356,76,3,1420.86
1046,356,11,4,523.95
1047,356,82,3,1021.18
1048,356,1,3,822.54
1049,356,34,2,792.08
1050,357,5,3,719.57
1051,357,53,2,771.22
1052,358,59,1,445.2
1053,359,54,1,1449.81
1054,359,73,2,1283.18
1055,359,66,1,57.77
1056,359,63,3,424.48
1057,359,25,1,624.58
1058,360,77,2,110.23
1059,360,3,1,529.32
1060,361,8,2,1075.83
1061,362,63,2,424.48
1062,363,78,3,209.31
1063,363,59,1,445.2
1064,363,52,4,131.55
1065,363,38,2,90.95
1066,364,78,1,209.31
1067,364,46,3,19.33
1068,365,71,1,858.21
1069,365,68,2,1056.52
1070,365,60,3,122.87
1071,365,31,1,1462.02
1072,365,54,4,1449.81
1073,366,55,1,230.04
1074,367,39,2,365.89
1075,367,30,2,455.74
1076,367,81,1,1235.61
1077,367,42,3,147.54
1078,368,88,4,777.55
1079,368,38,2,90.95
1080,368,6,3,109.59
1081,368,53,4,771.22
1082,369,35,3,1298.53
1083,369,86,3,1381.52
1084,369,1,2,822.54
1085,369,43,2,1120.02
1086,369,94,2,663.29
1087,370,41,4,513.61
1088,370,16,4,875.71
1089,371,99,2,1478.11
1090,371,71,3,858.21
1091,371,25,1,624.58
1092,371,34,1,792.08
1093,371,90,1,550.88
1094,372,35,2,1298.53
1095,372,73,1,1283.18
1096,373,9,4,16.58
1097,373,100,2,1177.69
1098,373,2,1,262.26
1099,373,68,3,1056.52
1100,374,99,1,1478.11
1101,374,100,2,1177.69
1102,374,3,1,529.32
1103,375,1,3,822.54
1104,375,46,2,19.33
1105,375,16,3,875.71
1106,376,26,2,1461.16
1107,376,15,4,220.24
1108,377,54,3,1449.81
1109,377,66,1,57.77
1110,378,2,1,262.26
1111,378,18,1,1086.85
1112,378,23,2,1193.2
1113,378,54,1,1449.81
1114,378,80,3,886.4
1115,379,31,1,1462.02
1116,379,36,1,713.4
1117,379,9,3,16.58
1118,379,35,3,1298.53
1119,380,84,1,1171.33
1120,381,38,1,90.95
1121,381,52,2,131.55
1122,382,51,3,433.53
1123,382,16,1,875.71
1124,383,65,3,192.03
