order_id,customer_id,order_status,order_created_at
117,56,paid,2025-12-27 03:35:06.530958
118,262,delivered,2025-10-05 08:58:16.032496
119,345,cancelled,2026-04-15 16:53:41.853451
120,225,created,2025-11-24 04:46:39.435443
121,472,delivered,2026-01-18 16:31:56.649698
122,60,shipped,2025-08-13 17:32:44.913054
123,300,paid,2026-07-20 11:35:45.689553
124,170,created,2025-12-23 10:55:03.038532
125,470,created,2026-05-13 19:38:07.921122
126,252,delivered,2026-07-17 17:38:07.492022
127,163,paid,2025-12-15 14:19:24.759789
128,397,paid,2026-06-21 14:46:02.711591
129,438,shipped,2026-05-16 22:21:11.036470
130,68,shipped,2025-08-09 08:30:06.876787
131,490,paid,2025-10-28 05:06:21.737685
132,42,cancelled,2025-09-28 17:49:11.816903
133,332,shipped,2025-08-27 03:16:53.573839
134,219,shipped,2025-12-14 16:21:27.141869
135,69,paid,2025-08-20 11:40:15.380225
136,32,delivered,2025-11-25 03:36:34.737361
137,201,created,2026-05-26 18:49:47.910385
138,63,created,2025-11-05 20:31:24.329417
139,323,delivered,2026-07-14 16:47:12.294806
140,170,created,2026-03-01 02:19:43.148807
141,365,created,2026-07-25 03:04:17.875815
142,296,delivered,2025-10-24 16:58:13.024403
143,344,shipped,2026-03-26 20:38:02.046452
144,398,paid,2026-01-22 18:08:29.406316
145,270,shipped,2026-06-07 06:52:06.693852
146,203,shipped,2026-06-15 04:56:55.957294
147,151,paid,2026-05-18 21:02:04.059571
148,346,created,2026-04-18 07:43:13.443205
149,462,shipped,2025-08-16 03:42:19.910141
150,130,cancelled,2025-11-24 05:02:35.474393
151,106,shipped,2026-07-14 10:10:44.235004
152,299,cancelled,2025-12-11 18:22:57.702640
153,394,shipped,2026-02-22 22:57:16.866199
154,452,shipped,2026-04-29 07:43:21.165463
155,61,delivered,2025-10-28 12:58:41.249818
156,125,created,2026-03-23 15:35:44.022426
157,134,delivered,2026-06-20 21:26:18.130341
158,169,shipped,2026-08-04 07:02:06.118232
159,69,created,2026-05-19 02:37:33.810464
160,256,paid,2026-06-26 07:54:02.895630
161,472,paid,2026-01-05 23:35:08.333236
162,184,created,2025-09-20 00:17:09.115263
163,63,delivered,2026-07-07 21:36:11.757923
164,114,shipped,2026-01-26 15:50:26.109856
165,166,paid,2026-06-22 10:52:32.512374
166,265,cancelled,2026-01-18 02:43:08.437705
167,129,delivered,2026-07-24 11:23:29.947702
168,489,created,2025-09-25 18:10:51.177866
169,82,paid,2026-06-05 01:31:00.531183
170,296,paid,2025-12-24 22:47:07.198503
171,159,created,2026-04-01 17:49:02.246443
172,373,created,2025-10-24 00:35:03.491828
173,100,shipped,2026-04-20 05:25:32.610544
174,21,delivered,2026-01-29 15:10:00.482415
175,423,created,2025-11-20 12:44:49.916008
176,117,paid,2025-11-22 15:44:00.187680
177,131,created,2025-08-16 09:02:01.791424
178,365,paid,2025-09-11 10:50:29.222187
179,318,shipped,2025-10-08 10:43:03.872820
180,175,cancelled,2025-12-02 19:25:40.000560
181,82,paid,2026-05-22 03:41:36.407888
182,93,paid,2026-01-28 04:40:40.995216
183,446,shipped,2025-10-02 14:22:25.565531
184,363,paid,2026-01-25 12:13:19.023216
185,97,delivered,2025-11-09 09:30:51.391623
186,426,shipped,2026-07-23 01:34:18.555295
187,107,paid,2026-06-26 18:19:55.380979
188,333,created,2025-12-28 20:31:09.198247
189,107,shipped,2025-08-24 17:32:08.042443
190,492,paid,2026-01-06 02:25:26.732644
191,257,cancelled,2025-08-16 17:37:49.032313
192,363,paid,2026-05-11 18:27:27.648132
193,95,cancelled,2025-10-23 16:41:49.501318
194,109,paid,2026-01-04 19:07:43.220530
195,466,delivered,2026-07-18 22:57:21.976781
196,116,created,2026-07-13 07:57:58.715932
197,156,delivered,2026-01-24 05:41:58.872758
198,438,cancelled,2026-07-30 17:25:18.590896
199,413,cancelled,2026-03-30 20:08:02.247432
200,376,shipped,2026-02-18 19:26:37.051304
201,201,shipped,2025-10-14 22:47:27.843253
202,273,delivered,2026-04-07 16:52:06.837648
203,116,paid,2026-06-28 02:04:41.470338
204,197,cancelled,2026-04-20 14:29:30.069976
205,22,shipped,2025-12-13 00:46:26.286194
206,298,delivered,2025-12-29 04:06:41.313551
207,18,cancelled,2025-11-19 12:45:16.425247
208,228,shipped,2026-03-10 18:45:30.417557
209,459,delivered,2025-09-28 23:09:48.463506
210,483,cancelled,2026-04-07 00:13:36.227827
211,359,created,2025-10-02 17:01:04.284078
212,461,shipped,2026-03-06 07:37:46.157264
213,437,delivered,2025-11-10 14:55:18.467754
214,68,cancelled,2025-12-01 10:28:01.324003
215,99,shipped,2026-07-30 06:02:34.980450
216,499,cancelled,2026-03-24 11:13:03.088980
217,95,cancelled,2026-06-17 16:40:11.905726
218,145,paid,2025-11-28 18:35:22.628557
219,45,shipped,2025-10-13 02:34:18.686943
220,21,created,2026-07-01 16:18:38.764842
221,221,delivered,2025-08-10 23:17:02.159078
222,344,shipped,2026-04-02 05:29:57.911399
223,91,created,2025-08-11 09:32:10.600840
224,154,created,2026-05-10 17:12:32.256279
225,222,created,2025-12-27 22:41:16.795336
226,62,delivered,2026-05-07 23:33:14.835334
227,378,cancelled,2025-08-23 03:15:30.479949
228,436,created,2025-10-03 02:44:00.747528
229,192,paid,2025-11-09 04:03:59.370638
230,309,cancelled,2025-10-20 22:42:19.582595
231,265,cancelled,2026-01-23 07:01:24.883161
232,385,cancelled,2025-09-25 22:18:32.128463
233,145,cancelled,2026-05-07 20:32:02.715313
234,437,delivered,2026-03-02 05:07:36.908521
235,209,shipped,2026-02-22 22:51:18.009781
236,150,shipped,2026-04-14 05:07:12.367071
237,100,paid,2026-05-15 09:06:11.033864
238,220,cancelled,2026-04-14 18:01:26.671974
239,206,shipped,2026-04-07 09:27:18.774017
240,47,paid,2026-03-16 10:20:31.146643
241,405,cancelled,2025-09-04 08:31:49.980969
242,131,created,2026-04-18 14:46:37.321759
243,71,delivered,2026-02-06 10:52:36.651003
244,352,cancelled,2026-05-03 02:35:43.262213
245,464,created,2025-12-31 06:30:58.987119
246,164,cancelled,2026-04-22 14:46:05.208971
247,440,shipped,2025-08-31 05:17:15.682436
248,318,delivered,2025-08-29 21:30:18.917407
249,58,delivered,2025-09-05 14:39:57.275815
250,305,created,2025-11-15 05:38:49.022867
251,401,delivered,2025-12-30 19:40:38.998544
252,432,created,2026-06-17 15:14:31.105711
253,168,cancelled,2026-05-16 02:16:24.131214
254,239,paid,2026-06-21 23:25:41.880180
255,436,cancelled,2026-07-06 11:36:06.386004
256,129,delivered,2026-02-22 15:30:48.892534
257,358,delivered,2026-02-04 09:46:22.838160
258,62,shipped,2026-07-17 11:38:20.805348
259,295,shipped,2026-02-06 13:13:07.251377
260,451,created,2026-07-04 16:30:32.779223
261,331,paid,2026-08-05 12:57:49.862816
262,463,cancelled,2026-06-06 12:37:51.528606
263,360,created,2025-12-14 15:36:44.270649
264,305,shipped,2025-11-21 05:26:23.847473
265,61,paid,2026-05-01 16:38:21.782752
266,338,delivered,2025-10-08 11:21:09.537818
267,452,delivered,2026-07-19 09:12:30.535731
268,444,paid,2026-04-12 01:22:58.818063
269,311,shipped,2026-03-01 16:40:03.857134
270,227,paid,2025-09-30 23:10:54.592820
271,288,delivered,2026-04-02 11:35:33.929630
272,138,shipped,2025-10-29 05:45:06.666607
273,84,delivered,2025-09-11 01:24:47.634772
274,101,paid,2026-03-28 13:43:02.507591
275,87,paid,2025-10-27 14:22:56.115298
276,452,shipped,2025-12-03 20:33:55.238303
277,497,created,2026-01-26 03:06:33.186394
278,376,paid,2026-06-18 12:28:40.481390
279,106,shipped,2025-10-31 11:17:00.846999
280,237,cancelled,2026-01-16 07:45:49.336714
281,342,cancelled,2026-01-28 22:13:46.614659
282,298,delivered,2026-01-27 12:37:25.738269
283,41,created,2025-09-24 03:21:55.730332
284,426,created,2026-06-13 20:09:11.862679
285,148,shipped,2025-09-01 18:49:27.108801
286,130,cancelled,2026-08-04 19:37:59.848550
287,373,created,2026-03-09 06:15:38.907713
288,44,created,2026-02-01 07:58:06.849815
289,320,shipped,2025-09-11 16:03:13.809071
290,284,created,2025-12-20 20:49:41.839291
291,424,shipped,2026-07-18 04:07:09.764154
292,252,shipped,2025-12-18 18:17:40.944500
293,249,delivered,2026-01-22 21:24:27.227340
294,59,paid,2026-07-15 08:51:09.457419
295,417,shipped,2025-11-23 13:16:39.719305
296,28,delivered,2026-01-20 03:21:06.736792
297,116,paid,2026-07-09 13:42:59.182202
298,204,cancelled,2026-03-02 06:57:08.542419
299,158,delivered,2025-12-20 02:42:13.963356
300,310,delivered,2025-10-28 09:13:54.922727
301,435,delivered,2026-03-15 07:14:32.133843
302,449,created,2026-03-26 17:43:27.088456
303,190,created,2026-05-19 01:04:02.756264
304,440,paid,2025-10-23 02:50:03.701463
305,288,delivered,2025-11-09 21:02:55.078729
306,300,shipped,2026-03-10 17:46:55.188361
307,138,created,2025-11-12 12:58:51.482974
308,383,paid,2025-11-10 22:56:58.204888
309,259,delivered,2026-03-15 16:40:53.124329
310,124,cancelled,2026-05-09 08:02:30.827290
311,410,created,2026-07-25 12:34:43.485412
312,306,paid,2025-08-18 20:19:30.712722
313,426,paid,2026-02-27 00:16:29.662035
314,312,created,2026-04-24 10:07:45.235031
315,165,delivered,2025-11-07 10:56:09.890897
316,21,paid,2026-02-16 10:04:23.626579
317,368,cancelled,2026-01-27 15:17:06.672432
318,158,created,2026-02-13 04:59:35.564151
319,484,delivered,2026-01-21 10:42:41.304585
320,25,created,2026-01-29 03:11:41.574225
321,416,shipped,2026-03-19 05:32:28.182021
322,328,created,2026-07-16 14:21:50.207813
323,459,paid,2026-07-04 09:55:45.461119
324,243,shipped,2025-11-10 18:53:06.634991
325,500,cancelled,2025-08-24 01:29:03.949775
326,256,paid,2025-09-17 06:06:12.894086
327,285,created,2025-08-14 12:45:46.401975
328,24,shipped,2026-06-24 15:35:01.078906
329,396,shipped,2026-01-30 17:21:23.722466
330,242,cancelled,2026-07-07 21:33:10.577888
331,287,created,2025-10-30 03:17:12.179504
332,125,delivered,2025-11-13 01:29:31.595443
333,177,shipped,2026-07-01 02:50:03.494480
334,77,paid,2026-05-17 09:34:30.076243
335,39,shipped,2026-04-15 20:22:36.677827
336,266,created,2026-06-09 16:46:53.379675
337,151,delivered,2025-10-28 14:43:04.482930
338,299,created,2026-04-04 23:22:13.582435
339,143,cancelled,2025-11-17 17:44:44.867458
340,218,delivered,2026-03-10 21:31:20.818647
341,440,delivered,2026-05-21 13:16:31.424546
342,209,cancelled,2025-12-28 16:55:52.938910
343,134,cancelled,2025-08-07 21:52:21.777798
344,443,delivered,2025-12-08 22:07:18.300436
345,21,paid,2026-01-09 02:01:56.446495
346,297,delivered,2025-10-07 14:37:39.901137
347,109,created,2026-05-11 00:00:53.500997
348,83,created,2026-07-27 20:56:04.268867
349,290,shipped,2025-12-18 21:49:41.634356
350,464,cancelled,2026-02-23 14:21:53.798324
351,185,created,2026-02-19 05:13:03.267508
352,78,cancelled,2026-02-06 03:48:22.197831
353,428,delivered,2025-10-23 04:05:49.355632
354,479,shipped,2026-01-14 06:53:54.924546
355,279,shipped,2026-04-28 16:09:22.593477
356,321,created,2025-10-28 15:39:37.649770
357,424,shipped,2026-06-20 12:55:29.839702
358,357,paid,2025-10-25 17:03:12.126718
359,274,cancelled,2026-06-13 03:24:25.442638
360,293,shipped,2025-11-09 21:55:55.105620
361,393,paid,2026-04-01 09:27:13.413262
362,292,cancelled,2026-08-05 14:10:04.185462
363,327,cancelled,2026-02-22 22:04:57.126852
364,494,shipped,2026-07-22 18:49:51.756650
365,405,shipped,2026-07-26 01:11:49.391996
366,112,cancelled,2025-10-27 04:34:37.088679
367,253,cancelled,2025-11-26 11:25:22.302906
368,115,shipped,2026-03-30 15:53:35.754101
369,304,cancelled,2026-06-11 09:33:36.707266
370,125,shipped,2025-09-23 11:05:24.579342
371,17,shipped,2026-07-07 15:55:10.745254
372,483,shipped,2025-11-01 03:47:19.959291
373,378,cancelled,2026-01-29 21:33:19.775241
374,7,cancelled,2025-08-20 01:17:04.333420
375,435,shipped,2025-08-25 14:50:52.257126
376,330,shipped,2026-01-23 00:49:23.591876
377,349,shipped,2025-12-17 21:57:35.224431
378,123,shipped,2025-10-17 15:09:57.365307
379,455,shipped,2026-01-14 11:59:42.250925
380,100,shipped,2026-04-02 19:45:26.645492
381,380,shipped,2025-10-27 20:26:14.743599
382,401,created,2025-12-21 07:50:46.278598
383,324,delivered,2026-07-27 22:05:20.370486
384,297,shipped,2026-07-19 17:43:38.326703
385,421,shipped,2026-01-15 20:02:21.536073
386,103,created,2025-08-26 19:58:40.743162
387,326,shipped,2026-05-17 18:44:24.966355
388,84,created,2025-10-08 16:14:19.742343
389,81,cancelled,2025-12-20 23:21:54.399647
390,398,paid,2026-06-12 22:50:52.617673
391,311,delivered,2025-09-27 12:21:34.505344
392,24,delivered,2025-11-26 20:04:49.900872
393,240,created,2026-05-06 12:23:28.396454
394,54,shipped,2026-05-29 03:05:52.500326
395,170,created,2026-06-22 03:01:42.829700
396,209,delivered,2026-01-08 08:30:37.080430
397,254,cancelled,2026-04-08 12:16:54.955747
398,193,cancelled,2026-07-06 04:28:33.271375
399,61,cancelled,2026-07-23 22:34:55.227695
400,268,shipped,2025-12-31 21:52:57.951919
401,361,paid,2025-10-11 16:51:28.288893
402,5,created,2026-07-29 06:07:11.150597
403,332,shipped,2025-12-17 23:15:27.441021
404,203,shipped,2025-12-08 01:52:07.295771
405,187,cancelled,2026-05-28 06:11:10.312445
406,471,cancelled,2026-02-03 16:19:35.156569
407,26,cancelled,2026-01-02 17:03:02.421260
408,25,paid,2026-06-29 10:19:18.318845
409,237,delivered,2025-11-12 21:26:31.622121
410,402,created,2026-06-12 07:20:10.473744
411,189,cancelled,2025-12-10 18:51:55.358665
412,185,delivered,2025-08-18 01:32:50.409972
413,275,created,2025-10-02 16:28:31.554475
414,55,shipped,2025-11-07 14:59:26.308122
415,100,paid,2026-01-14 18:59:41.253372
416,163,cancelled,2026-06-27 18:22:18.394491
417,364,paid,2026-05-12 08:35:35.360252
418,459,delivered,2026-05-28 04:33:34.114124
419,383,created,2025-11-02 16:23:02.667392
420,458,cancelled,2025-08-13 05:28:07.529242
421,362,paid,2026-05-07 09:06:24.473712
422,442,delivered,2025-12-17 12:33:41.767376
423,370,cancelled,2026-02-13 16:23:58.754370
424,256,paid,2026-07-05 17:24:41.398299
425,433,shipped,2026-03-13 22:26:04.108469
426,498,created,2025-12-27 15:32:54.596987
427,55,shipped,2025-11-20 21:27:20.055730
428,48,created,2025-09-12 02:17:33.537971
429,429,delivered,2025-11-14 10:32:01.815259
430,277,paid,2026-01-24 17:52:35.911268
431,305,shipped,2025-10-11 11:59:16.722539
432,453,cancelled,2026-04-17 21:33:33.627799
433,340,paid,2025-08-17 07:19:36.670693
434,176,paid,2026-06-20 06:21:43.151640
435,239,cancelled,2025-11-20 11:49:14.687461
436,461,cancelled,2025-08-07 15:35:52.911223
437,22,cancelled,2026-03-15 06:34:13.333943
438,332,cancelled,2025-09-13 08:15:53.358488
439,23,shipped,2025-09-14 07:08:25.246281
440,317,shipped,2026-03-28 03:18:50.104316
441,35,paid,2026-06-02 09:09:11.101917
442,270,shipped,2025-09-28 04:49:45.066650
443,89,paid,2026-07-18 15:47:00.299299
444,26,created,2026-07-30 06:14:01.195394
445,16,cancelled,2026-04-23 02:21:53.382706
446,325,cancelled,2026-07-21 11:02:59.508566
447,494,created,2026-01-28 01:01:47.464684
448,272,cancelled,2025-10-21 13:48:26.918822
449,289,cancelled,2025-12-05 16:53:25.080200
450,160,shipped,2026-04-20 22:08:08.602665
451,190,paid,2025-10-22 14:20:19.417162
452,120,cancelled,2025-12-12 14:09:31.107948
453,63,delivered,2026-07-26 03:25:23.301223
454,350,delivered,2026-08-02 10:00:04.479099
455,283,shipped,2025-09-10 19:21:06.908206
456,492,cancelled,2025-10-23 09:48:17.793336
457,13,paid,2025-08-23 15:27:33.276992
458,162,paid,2026-07-20 17:48:06.646682
459,344,paid,2026-03-30 07:23:09.482656
460,63,cancelled,2026-01-05 18:25:30.289217
461,149,cancelled,2026-06-24 16:37:12.931695
462,327,shipped,2026-07-15 15:05:53.546248
463,259,paid,2026-06-26 16:25:14.991440
464,460,cancelled,2026-05-20 10:56:36.923313
465,468,cancelled,2025-08-25 12:20:01.694341
466,446,cancelled,2025-09-04 01:25:27.500346
467,446,paid,2025-12-15 19:39:13.092442
468,154,cancelled,2026-05-02 02:28:23.369741
469,125,created,2026-05-03 23:01:49.003538
470,251,cancelled,2026-04-08 04:44:45.031687
471,357,shipped,2025-10-24 00:52:13.812760
472,372,created,2026-04-25 22:46:44.176937
473,388,paid,2026-01-08 15:09:23.500716
474,424,cancelled,2026-03-31 07:14:16.090025
475,193,paid,2026-07-02 00:32:09.521285
476,294,delivered,2026-04-08 20:00:16.896382
477,166,created,2025-09-05 02:13:52.993508
478,222,cancelled,2025-12-26 04:10:28.945937
479,327,paid,2026-04-14 21:28:07.197300
480,31,cancelled,2026-06-17 05:16:12.794514
481,53,delivered,2026-03-03 16:26:55.854288
482,447,paid,2026-08-02 15:38:34.992273
483,232,shipped,2026-01-09 05:27:30.989560
484,294,cancelled,2026-07-05 08:08:32.777373
485,253,shipped,2025-10-18 16:26:04.673028
486,40,cancelled,2025-10-17 10:24:06.697580
487,468,created,2026-04-08 11:52:32.106671
488,142,cancelled,2026-05-03 18:06:15.133042
489,405,shipped,2026-06-14 01:24:09.668661
490,171,shipped,2025-10-02 01:29:14.286768
491,488,delivered,2026-06-08 08:30:01.121500
492,56,delivered,2025-10-06 04:39:00.369492
493,297,created,2026-06-22 08:49:02.076043
494,269,created,2026-01-09 15:01:10.694590
495,174,shipped,2026-06-21 14:54:07.712349
496,211,paid,2025-12-24 13:05:13.336513
497,193,shipped,2026-07-25 09:10:17.495296
498,5,delivered,2026-06-01 19:04:22.627098
499,476,cancelled,2025-12-13 15:39:19.194193
500,440,paid,2026-03-14 16:11:45.117643
501,45,cancelled,2026-01-24 21:50:25.956519
502,283,cancelled,2026-04-29 00:55:36.213804
503,122,created,2026-07-11 22:06:57.857928
504,152,paid,2025-10-16 22:47:42.299220
505,302,shipped,2025-10-13 05:18:38.079121
506,34,shipped,2025-08-14 22:54:30.430588
507,154,paid,2026-07-29 05:08:59.322031
508,255,paid,2026-07-14 16:14:40.683248
509,323,paid,2026-01-16 10:27:28.907146
510,32,created,2026-04-01 23:28:14.988295
511,454,created,2025-10-19 23:57:20.250394
512,224,created,2026-05-11 04:31:24.325263
513,321,created,2025-11-01 01:16:20.082530
514,378,shipped,2026-06-15 03:43:21.687235
515,79,delivered,2025-09-30 09:44:55.183029
516,165,delivered,2026-03-17 14:01:31.230384
517,360,created,2025-11-30 08:04:26.035095
518,151,created,2026-07-27 15:08:07.440084
519,351,delivered,2026-05-29 02:42:57.702139
520,134,shipped,2025-12-11 13:35:01.201132
521,355,shipped,2026-03-16 07:04:14.953557
522,129,created,2025-10-19 18:06:32.098862
523,483,shipped,2026-06-05 15:50:12.065855
524,8,delivered,2025-08-30 14:53:20.030027
525,467,shipped,2025-08-11 11:32:10.427966
526,457,cancelled,2025-12-21 02:04:35.100110
527,475,created,2026-07-03 07:35:17.663698
528,303,paid,2025-09-24 10:15:39.627828
529,248,cancelled,2025-12-30 15:52:52.966258
530,216,shipped,2025-10-13 20:03:14.056170
531,55,created,2026-05-08 13:24:20.343781
532,219,shipped,2025-09-22 18:36:08.253676
533,497,delivered,2025-10-14 02:03:34.840887
534,366,delivered,2025-08-25 02:37:02.953331
535,351,paid,2025-12-12 17:50:15.030394
536,479,cancelled,2026-06-11 02:20:03.237118
537,409,created,2026-06-26 11:19:43.808048
538,482,cancelled,2026-02-17 20:31:29.792598
539,412,delivered,2026-06-28 06:22:45.234821
540,14,shipped,2026-04-07 14:55:47.787337
541,280,created,2026-08-04 01:09:18.959532
542,211,delivered,2026-02-03 11:21:10.713122
543,146,paid,2026-06-19 04:10:51.149564
544,161,paid,2026-06-28 10:52:09.272751
545,34,created,2026-01-22 20:26:51.101545
546,50,delivered,2025-11-18 22:37:28.594858
547,170,shipped,2026-01-05 07:19:44.277356
548,194,cancelled,2025-10-14 02:35:49.934931
549,239,cancelled,2025-11-18 07:38:12.533356
550,359,cancelled,2025-12-15 00:32:13.300288
551,138,created,2026-03-21 18:43:50.891724
552,7,delivered,2025-09-19 23:25:13.993275
553,277,created,2025-08-15 04:18:20.473584
554,365,paid,2026-07-22 01:08:22.133618
555,378,cancelled,2025-09-11 13:07:05.291339
556,151,created,2025-08-23 05:52:33.540237
557,112,shipped,2026-07-09 20:37:55.096202
558,368,delivered,2026-06-07 12:49:04.164708
559,159,paid,2026-07-11 22:59:48.079395
560,231,shipped,2026-01-13 13:27:52.022087
561,188,paid,2025-11-11 04:47:22.912548
562,25,paid,2025-08-20 00:28:06.499071
563,10,paid,2025-10-18 07:35:31.877028
564,445,paid,2025-09-02 15:21:08.749525
565,32,created,2026-05-14 21:39:13.819523
566,363,created,2025-09-03 04:36:42.234116
567,185,paid,2025-12-21 15:29:23.274880
568,36,delivered,2026-05-21 01:38:53.400294
569,407,shipped,2026-03-11 03:27:31.822681
570,169,paid,2025-10-24 07:17:38.707100
571,159,cancelled,2025-09-27 17:47:20.607193
572,409,created,2025-10-15 14:29:15.632131
573,29,delivered,2026-04-14 14:55:21.953970
574,85,created,2026-02-19 00:26:33.814444
575,135,delivered,2026-03-03 08:36:37.279750
576,406,delivered,2026-05-06 04:21:32.580823
577,162,paid,2025-09-12 17:10:29.472147
578,479,paid,2026-03-31 02:58:51.307460
579,366,delivered,2026-07-14 02:36:19.695122
580,476,delivered,2025-11-11 16:40:31.792467
581,113,paid,2026-03-22 12:39:46.020724
582,327,cancelled,2026-01-19 00:25:18.722529
583,298,shipped,2025-12-25 03:51:50.693218
584,177,created,2026-01-19 20:42:32.540883
585,329,paid,2026-01-23 11:10:19.589187
586,182,created,2026-04-22 12:52:15.367478
587,119,shipped,2025-09-09 10:50:40.634284
588,288,cancelled,2026-06-27 09:33:45.619457
589,108,shipped,2026-07-18 14:15:57.369509
590,22,shipped,2026-07-05 01:24:14.682673
